dt,project,identifier,title,absolute_views_current,absolute_views_zscore,views_proportion_current,views_proportion_zscore
2026-03-29 21:00:00.000,en.wikipedia,30602945,Gary_Woodland,35409,11.804541512112896,0.0030783879154778256,12.074557404704072
2026-03-29 21:00:00.000,en.wikipedia,878690,Carlos_Boozer,33727,5.6116361479234955,0.002932158186487069,4.606723413943607
2026-03-29 21:00:00.000,en.wikipedia,72958475,Cameron_Boozer,24935,9.14270846401679,0.0021677992225829475,7.538941334291633
2026-03-29 21:00:00.000,en.wikipedia,26935231,Dan_Hurley,14202,7.9691637956785755,0.0012346935856877089,5.6781719400924855
2026-03-29 21:00:00.000,en.wikipedia,78097257,Cayden_Boozer,13402,10.078964179598008,0.0011651431795089897,8.307332350284609
2026-03-29 21:00:00.000,en.wikipedia,662135,John_Tortorella,12277,34.52709667119905,0.0010673379208201662,35.71521069379837
2026-03-29 21:00:00.000,en.wikipedia,71201788,Lauren_Betts,8765,13.917800423711588,0.0007620116376955898,13.02803931980375
2026-03-29 21:00:00.000,en.wikipedia,1931775,Mary_Beth_Hurt,7886,9.297193013124142,0.0006855931289067224,9.581436491020888
2026-03-29 21:00:00.000,en.wikipedia,1677037,Bobby_Hurley,7066,8.195858866429013,0.0006143039625735354,5.769325904876766
2026-03-29 21:00:00.000,en.wikipedia,147726,Shaquille_O'Neal,6413,8.366052270377613,0.0005575334435301561,8.665763602454762
2026-03-29 21:00:00.000,en.wikipedia,76502638,Tarris_Reed,6186,8.97240235350834,0.0005377985157769445,6.964788035446687
2026-03-29 21:00:00.000,en.wikipedia,6010262,Bruce_Cassidy,6038,15.700205911255043,0.0005249316906338815,16.29772190371021
2026-03-29 21:00:00.000,en.wikipedia,78081864,The_Other_Bennet_Sister,5457,3.232343867963416,0.00047442070814658686,3.2310330988372433
2026-03-29 21:00:00.000,en.wikipedia,79414853,Solo_Ball,5399,8.988138435604277,0.0004693783036986297,7.0016458748139865
2026-03-29 21:00:00.000,en.wikipedia,8219053,Duke_Blue_Devils_men's_basketball,3699,6.840917374967353,0.0003215836905688519,5.566822210005854
2026-03-29 21:00:00.000,en.wikipedia,370858,Master_and_Commander:_The_Far_Side_of_the_World,3699,90.75749569789066,0.0003215836905688519,103.58103329823429
2026-03-29 21:00:00.000,en.wikipedia,78967947,Dame_Sarr,3619,20.67259443830008,0.00031462864995098,17.150317070652637
2026-03-29 21:00:00.000,en.wikipedia,78185211,Braylon_Mullins,3533,5.030084369891144,0.0003071519812867677,3.934221924106445
2026-03-29 21:00:00.000,en.wikipedia,59837608,Jiří_Lehečka,3096,4.263006726879188,0.00026916007191164244,3.976505796017185
2026-03-29 21:00:00.000,en.wikipedia,78060478,Ella_Bruccoleri,2856,3.4874416294103745,0.00024829495005802675,3.531702667776201
2026-03-29 21:00:00.000,en.wikipedia,36835342,Hank_Nichols,2819,34.43626259581968,0.00024507824377226103,34.020757209195686
2026-03-29 21:00:00.000,en.wikipedia,28150958,List_of_NCAA_Division_I_men's_basketball_champions,2818,4.6260356030993215,0.0002449913057645376,3.588925569753308
2026-03-29 21:00:00.000,en.wikipedia,61685324,The_Capture_(TV_series),2705,4.236883057550918,0.00023516731089179356,4.222316233708855
2026-03-29 21:00:00.000,en.wikipedia,16849403,UConn_Huskies_men's_basketball,2527,6.668133857015422,0.0002196923455170286,4.864929326285698
2026-03-29 21:00:00.000,en.wikipedia,44015088,Cori_Close,2439,8.36631253396133,0.0002120418008373695,8.300508199249492
2026-03-29 21:00:00.000,en.wikipedia,78088946,2026_MotoGP_World_Championship,2338,5.710479390897242,0.00020326106205730622,5.58193937074899
2026-03-29 21:00:00.000,en.wikipedia,6090815,Andrew_Betts,2269,12.210063269750776,0.00019726233952439172,11.500211690963187
2026-03-29 21:00:00.000,en.wikipedia,79033117,Sienna_Betts,2137,9.294981678879354,0.00018578652250490307,8.705664855822084
2026-03-29 21:00:00.000,en.wikipedia,168534,William_Hurt,2004,9.888661097950148,0.00017422376747769106,10.239007253460723
