dt,project,identifier,title,absolute_views_current,absolute_views_zscore,views_proportion_current,views_proportion_zscore
2026-03-29 14:00:00.000,en.wikipedia,19555036,Rahul_Banerjee_(actor),40228,22.32870805800291,0.003884687698263633,20.886974906487136
2026-03-29 14:00:00.000,en.wikipedia,24178,Palm_Sunday,10274,5.366034061056443,0.0009921269119011775,4.268590032303254
2026-03-29 14:00:00.000,en.wikipedia,36710863,Priyanka_Sarkar,9438,50.17759265580264,0.0009113970989413386,47.7156195363383
2026-03-29 14:00:00.000,en.wikipedia,20455,Michael_Jordan,7460,45.86043885384552,0.000720388043876074,59.34889378941277
2026-03-29 14:00:00.000,en.wikipedia,68174063,Ilia_Malinin,7337,4.1847362568166995,0.000708510332160691,4.0452748303999995
2026-03-29 14:00:00.000,en.wikipedia,22647679,Ajinkya_Rahane,6750,85.48131027816356,0.0006518256429173591,79.17703072299393
2026-03-29 14:00:00.000,en.wikipedia,72495887,Allah_Ghazanfar,6064,22.9857175243358,0.0005855808442445727,21.513706292485548
2026-03-29 14:00:00.000,en.wikipedia,733314,Igor_Tudor,4859,55.454368897481096,0.0004692178961385849,56.32812342253948
2026-03-29 14:00:00.000,en.wikipedia,70147812,Angkrish_Raghuvanshi,4229,47.89438963786077,0.0004083808361329647,44.90172172868383
2026-03-29 14:00:00.000,en.wikipedia,4656491,Olivia_Munn,3955,3.5663475418181694,0.0003819215433686156,3.31246498512734
2026-03-29 14:00:00.000,en.wikipedia,56039151,Finn_Allen,3554,44.307913178447976,0.0003431982718412288,41.20954256536488
2026-03-29 14:00:00.000,en.wikipedia,2130120,Cory_Booker,3114,13.540541870961906,0.00030070889659920835,12.728412500515958
2026-03-29 14:00:00.000,en.wikipedia,76383,The_Ten_Commandments_(1956_film),2958,6.553271085459703,0.0002856444817406738,5.585169398093288
2026-03-29 14:00:00.000,en.wikipedia,249621,Gina_Gershon,2902,8.226638951374898,0.00028023674307350757,7.534891390277769
2026-03-29 14:00:00.000,en.wikipedia,11914121,Rand_Paul,2593,61.16772870848404,0.00025039761364217957,66.16037867623488
2026-03-29 14:00:00.000,en.wikipedia,24524514,Aristotle's_views_on_women,2312,10.838109987795232,0.0002232623535444347,10.154532706428077
2026-03-29 14:00:00.000,en.wikipedia,52825372,Cameron_Green,2099,65.04719808262423,0.00020269363325682026,60.40797553871435
