dt,project,identifier,title,absolute_views_current,absolute_views_zscore,views_proportion_current,views_proportion_zscore
2026-03-29 20:00:00.000,en.wikipedia,56915348,Dusty_May,21429,12.04858963771948,0.001803817486903194,10.581653184073623
2026-03-29 20:00:00.000,en.wikipedia,79077187,Yaxel_Lendeborg,16123,6.606576512491199,0.0013571771590526948,6.218594964271371
2026-03-29 20:00:00.000,en.wikipedia,30602945,Gary_Woodland,13918,5.249613613886612,0.0011715680518325005,5.149690973771914
2026-03-29 20:00:00.000,en.wikipedia,78081864,The_Other_Bennet_Sister,8983,7.5652483125642425,0.0007561571928158754,7.429829143381777
2026-03-29 20:00:00.000,en.wikipedia,147726,Shaquille_O'Neal,6366,16.73559626550395,0.0005358673816615677,16.716251239491235
2026-03-29 20:00:00.000,en.wikipedia,1931775,Mary_Beth_Hurt,5121,7.841170781016493,0.000431067681666492,7.791388298414312
2026-03-29 20:00:00.000,en.wikipedia,14291424,Michigan_Wolverines_men's_basketball,4076,11.567932437459099,0.000343103274843316,10.20532701564932
2026-03-29 20:00:00.000,en.wikipedia,59837608,Jiří_Lehečka,4035,7.282601432923566,0.0003396520397430766,6.29604072923879
2026-03-29 20:00:00.000,en.wikipedia,61685324,The_Capture_(TV_series),4035,9.63465867413255,0.0003396520397430766,9.171495459902259
2026-03-29 20:00:00.000,en.wikipedia,78060478,Ella_Bruccoleri,4019,6.230930851403801,0.0003383052162893246,6.12107841715074
2026-03-29 20:00:00.000,en.wikipedia,73099938,Aday_Mara,3867,3.9204986720474477,0.00032551039347868084,3.436697547495672
2026-03-29 20:00:00.000,en.wikipedia,67033743,Grace_(TV_series),3367,6.80081446516067,0.0002834221605489316,6.7309001527501895
2026-03-29 20:00:00.000,en.wikipedia,71201788,Lauren_Betts,3237,5.805801409722398,0.00027247921998719676,5.01942800441293
2026-03-29 20:00:00.000,en.wikipedia,78088946,2026_MotoGP_World_Championship,3175,14.788184657651922,0.00026726027910390786,12.695322784434667
2026-03-29 20:00:00.000,en.wikipedia,29805578,Holliday_Grainger,2464,7.561997085368218,0.0002074108118778044,6.392976565588729
2026-03-29 20:00:00.000,en.wikipedia,78356566,Dónal_Finn,2241,7.176283703319221,0.0001886394599911362,7.258788509978452
2026-03-29 20:00:00.000,en.wikipedia,662135,John_Tortorella,2224,375.46637928305165,0.00018720846007152476,294.073310233977
2026-03-29 20:00:00.000,en.wikipedia,328242,Jimmy_Savile,2216,4.486848982068111,0.00018653504834464875,4.344246157133411
2026-03-29 20:00:00.000,en.wikipedia,40789847,Killian_Scott,2130,11.68327556378644,0.00017929587228073188,10.973111082502106
2026-03-29 20:00:00.000,en.wikipedia,8115180,Roberto_De_Zerbi,2089,7.399769865776936,0.00017584463718049243,7.258459309436716
2026-03-29 20:00:00.000,en.wikipedia,395592,Northwest_Stadium,2009,4.281520433105917,0.00016911051991173255,4.238301615982577
2026-03-29 20:00:00.000,en.wikipedia,77976929,Nate_Ament,1988,9.25911957432537,0.0001673428141286831,7.986110661210916
2026-03-29 20:00:00.000,en.wikipedia,44853982,Spectre_(2015_film),1960,11.335271361878773,0.00016498587308461714,11.331970731996444
2026-03-29 20:00:00.000,en.wikipedia,33190861,List_of_James_Bond_films,1931,3.906169597385346,0.00016254475557469166,3.818644923506406
2026-03-29 20:00:00.000,en.wikipedia,60061043,Jannik_Sinner,1878,6.543056462887237,0.00015808340288413824,4.973257909991069
2026-03-29 20:00:00.000,en.wikipedia,52263,Cliff_Richard,1866,13.403626053723693,0.00015707328529382427,13.471230831121895
2026-03-29 20:00:00.000,en.wikipedia,44015088,Cori_Close,1849,11.701228872405126,0.00015564228537421278,10.201102149701203
2026-03-29 20:00:00.000,en.wikipedia,7810,Church_of_the_Holy_Sepulchre,1828,4.217758816317817,0.0001538745795911633,3.9317232201216696
